Employer.Name,CBA.File,Location,Union,Expiration.Date,NAICS.,X.Wrkrs,Type
STANFORD HOSP.& CLINICS/ LUCILE PACKARD CHILDREN'S HOSP,1114,CA STANFORD,SERVICE EMPLOYEES (SEIU) LOCAL UNION 715,2005-11-04,62211,1200,PRIVATE
STAR INCORPORATED,2406,IL,CJA RC CHICAGO,2020-05-31,NA,NA,PRIVATE
STATE BANK OF INDIA,1932,NY,UAW 2110,2011-06-30,813319,1500,PRIVATE
STEEL & IRON CONTRACTORS ASSOCIATION & CEA OF CLEVELAND,1593,OH CLEVELAND,IRON WORKERS AFL-CIO (BSOIW) LOCAL UNION 17,2004-07-31,23819,1300,PRIVATE
STEVENS EXHIBITS,2407,IL,CJA RC CHICAGO,2020-05-31,NA,NA,PRIVATE
STOP & SHOP,2245,NJ,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 464 A,2003-04-19,NA,NA,PRIVATE
STOP & SHOP (WAS GRAND UNION) (MEAT & SERVICE DEPT.),567,NJ,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 464 A,2007-08-18,445110,1050,PRIVATE
"STOP & SHOP AND FIRST NATIONAL SUPERMARKETS, INC.",580,NJ NY,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 464 A,2008-11-08,445120,1000,PRIVATE
STOP & SHOP STORES (W. MA CLERKS),702,MA,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1459,2007-02-17,445110,2000,PRIVATE
STOP & SHOP SUPERMARKET CO (CLERKS),631,MA RI,"UFCW 3,281,445",2007-02-17,445110,14400,PRIVATE
"STOP & SHOP SUPERMARKET CO (MEAT, FISH, DELI, BAKE)",632,"CT, WESTRN MA",FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 371,2004-02-14,445110,3300,PRIVATE
STOP & SHOP SUPERMARKET CO.,581,NY,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 464 A,2007-08-18,445110,1000,PRIVATE
STOP & SHOP SUPERMARKET CO.,609,NY,UFCW/RWDSU  338,2006-10-07,445110,1500,PRIVATE
STOP & SHOP SUPERMARKET CO. (WAS EDWARDS),600,CT WESTERN MA,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 371,2007-02-17,445110,1875,PRIVATE
STOP & SHOP SUPERMARKET COMPANY (MOA),660,NJ NY,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1262,2009-04-18,445110,5500,PRIVATE
STOP & SHOP SUPERMARKET COMPANY LLC,2168,MA SOUTH DENNIS,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1500 UFCW UNION LOCAL 1500,2017-12-30,445110,NA,PRIVATE
"STOP & SHOP SUPERMARKET COMPANY, LLC., THE",1134,NY,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 371,2022-08-13,NA,200,PRIVATE
STOP AND SHOP (WAS INDEPENDENT MEAT CONTRACT),691,NY,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 342 050,2007-10-25,445110,3400,PRIVATE
STOP AND SHOP SUPERMARKET,16,MA NANTUCKET,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 328,2007-02-17,445110,1000,PRIVATE
STOP AND SHOP SUPERMARKET (CLERKS),701,CT,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 919 UNITED FOOD&COMM. WORKERS LOCAL 919,2007-02-17,445110,9250,PRIVATE
STOP AND SHOP SUPERMARKET (MEAT DEPT.),692,RI E MA,"UFCW 3,281,445",2007-02-17,445110,2900,PRIVATE
"STOP AND SHOP SUPERMARKET COMPANY, LLC",2206,RI,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 328,2016-02-27,NA,NA,PRIVATE
STOP& SHOP (WAS EDWARDS SUPER FOODS),571,NY,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1500 UFCW UNION LOCAL 1500,2010-05-26,445110,1500,PRIVATE
STOP& SHOP (WAS EDWARDS SUPER FOODS),572,NY,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1500 UFCW UNION LOCAL 1500,2006-06-24,445110,1500,PRIVATE
STRONG COVERING FACILITIES INC.,2555,MN,TEAMSTERS (IBT) LOCAL UNION 638,2022-05-31,NA,9,PRIVATE
STRUCTURAL STEEL ERECTORS,1535,NY,BSOIW -,2005-06-30,23661,2000,PRIVATE
STRUCTURAL STEEL ERECTORS,1536,NY,IUOE ,2006-06-30,NA,NA,PRIVATE
STUDENT ACTION WITH FARMWORKERS,2190,DC,IUE/CWA 83188,2016-07-31,NA,NA,PRIVATE
SUN CHEMICAL CORPORATION,2575,NJ,GCC/IBT 612M,2019-05-31,NA,NA,PRIVATE
SUNBURST PAPERS(WAS CHAMPION INTERNATIONAL),130,NC CANTON,UPIU/PACE  507,2006-08-31,322121,1300,PRIVATE
"SUNSET FOOD MART, INC.",2420,IL,INDEPENDENT FOOD CLERKS  ,2015-09-12,NA,NA,PRIVATE
SUPERFRESH (BALTIMORE DIVISION),613,MD,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 27,2012-08-04,445110,1875,PRIVATE
"SUPERFRESH MARKETS, INC.",612,MD BALTIMORE,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 27,2004-03-27,445110,1875,PRIVATE
"SUPERFRESH MARKETS, INC.",640,NJ PA,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 56,2008-11-01,445110,1050,PRIVATE
"SUPERIOR EXHIBITS & DESIGN, INC",2408,IL,CJA RC CHICAGO,2020-05-31,NA,NA,PRIVATE
"SUPERIOR TRUSS & PANEL, INC.",2405,IL,CJA RC CHICAGO,2021-03-31,NA,NA,PRIVATE
SUPERSTITION CRUSHING,2104,AZ PHOENIX,"ENGINEERS, OPERATING, AFL-CIO (IUOE) NATIONAL HEADQUARTERS 0",2016-10-23,212321,NA,PRIVATE
"SUPERSTITION CRUSHING, LLC",2105,AZ,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 428",2019-10-23,NA,30,PRIVATE
"SUPERSTITION CRUSHING, LLC",2600,AZ,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 428",2019-10-23,212321,NA,PRIVATE
SWEDISH MEDICAL CENTER,760,WA SEATTLE,SERVICE EMPLOYEES (SEIU) LOCAL UNION 1199 NW SEIU HEALTH CARE 1199 NORTHWEST,2008-06-30,62211,1100,PRIVATE
SWEDISH MEDICAL CENTER,761,WA SEATTLE,SERVICE EMPLOYEES (SEIU) LOCAL UNION 1199 NW SEIU HEALTH CARE 1199 NORTHWEST,2015-06-30,62211,1100,PRIVATE
SWEDISH MEDICAL CENTER,873,WA SEATTLE,SERVICE EMPLOYEES (SEIU) LOCAL UNION 1199 NW SEIU HEALTH CARE 1199 NORTHWEST,2005-03-31,62211,1300,PRIVATE
SWEDISH MEDICAL CENTER (RN UNIT),762,WA,SERVICE EMPLOYEES (SEIU) LOCAL UNION 1199 NW SEIU HEALTH CARE 1199 NORTHWEST,2011-06-30,62211,2000,PRIVATE
SWEDISH MEDICAL CENTER (SERVICE UNIT),874,WA,SERVICE EMPLOYEES (SEIU) LOCAL UNION 1199 NW SEIU HEALTH CARE 1199 NORTHWEST,2011-06-30,62211,1300,PRIVATE
SWEDISH MEDICAL CENTER (TECHNICAL UNIT),1783,WA,SERVICE EMPLOYEES (SEIU) LOCAL UNION 1199 NW SEIU HEALTH CARE 1199 NORTHWEST,2011-06-30,62211,1300,PRIVATE
SWIFT & COMPANY (WAS MONFORT INC.),84,KY LOUISVILLE,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 227,2006-06-25,311611,1100,PRIVATE
SWIFT AND CO.,887,NE GRAND ISLAND,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 22,2010-02-28,311611,1800,PRIVATE
"SYSTEMS UNLIMITED, INC.",2412,IL,CJA RC CHICAGO,2019-05-31,NA,NA,PRIVATE
TAMPA ELECTRIC CO. (MOA),525,FL TAMPA,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 108,2007-03-31,22112,950,PRIVATE
"TAYLOR FORGE ENGINEERED SYSTEMS, INC.",1800,KS,BOILERMAKERS AFL-CIO (BBF) LODGE 83,2010-06-30,316999,1000,PRIVATE
TCI: TECHNICAL CAREERS,1933,NY,UAW 2110,2010-10-09,813319,2771,PRIVATE
"TEACHERS COLLEGE, COLUMBIA UNIVERSITY",1934,NY,UAW 2110,2012-02-29,813319,2771,PRIVATE
TEAMSTERS LOCAL UNION 665,3686,FL,IBT 856,2021-10-31,NA,NA,PRIVATE
TEAMSTERS LOCAL UNION 964,2549,OH,TEAMSTERS (IBT) LOCAL UNION 52,2023-03-31,813930,1,PRIVATE
"TECH SYSTEMS, INC.",2158,GA,EROS LABORERS  1,2021-09-30,NA,NA,PRIVATE
TECUMSEH PRODUCTS CO.,239,MI TECUMSEH,"STEELWORKERS, AFL-CIO (USW) LOCAL UNION 02 2395",2006-10-31,3334,1000,PRIVATE
"TECUMSEH PRODUCTS CO., NEW HOLSTEIN OPNS",241,WI NEW HOLSTN,MACHINISTS AFL-CIO (IAM) LODGE 1259,2002-07-17,3334,1100,PRIVATE
TELEFLEX INCORPORATED,2382,PA,USW/SEIU ,2018-09-23,NA,NA,PRIVATE
TEMPLE UNIVERSITY (CLERICAL & OFFICE),835,PA PHILADELPHIA,NUHHCE 1199C,2006-06-30,61131,2200,PRIVATE
TEMPLE UNIVERSITY (FACULTY),836,PA PHILADELPHIA,AFT/TAUP 4531,2008-10-15,61131,1100,PRIVATE
TEXAS IRON WORKERS EMPLOYERS' ASSOCIATION.,1024,TX,IRON WORKERS AFL-CIO (BSOIW) LOCAL UNION 135/IRON WORKERS AFL-CIO (BSOIW) LOCAL UNION 263/IRON WORKERS AFL-CIO (BSOIW) LOCAL UNION 482/IRON WORKERS AFL-CIO (BSOIW) LOCAL UNION 66/IRON WORKERS AFL-CIO (BSOIW) LOCAL UNION 84,2010-05-31,23819,2000,PRIVATE
TEXAS IRON WORKERS EMPLOYERS' ASSOCIATION.,1025,TX NM OK KS,BSOIW DC,2004-05-31,23819,2000,PRIVATE
TEXTILE RENTAL SERVICES ASSOCIATION (LINEN & INDUSTR AGMT),750,CA,UNITE HERE  52,2009-06-07,81232,3000,PRIVATE
TEXTILE RENTAL SERVICES ASSOCIATION (LINEN & INDUSTR AGMT),751,CA LOS ANGELES,LDC 52,2006-06-01,81232,3000,PRIVATE
THE CHILLICOTHE TELEPHONE COMPANY,2398,OH,ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 578 LOCAL 578 CHILLICOTHE OHIO,2020-11-15,NA,NA,PRIVATE
"THE GROVE, INC. DBA TGI",2344,NV,CWU 226,2021-05-31,NA,NA,PRIVATE
"THERMAL CERAMICS, INC.",1801,WA,BOILERMAKERS AFL-CIO (BBF) LODGE 83,2010-11-14,316999,1000,PRIVATE
THOMSON MULTIMEDIA INC.,273,"IN , PA",ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 116/ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 241/ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) LOCAL UNION 48,2004-04-01,33431,1500,PRIVATE
THYSSENKRUPP ELEVATOR CORP. (TKE),1785,IL,IUEC -,2012-07-08,236220,1000,PRIVATE
"THYSSENKRUPP, ETAL",1386,"NATIONAL",CWA/IUEC INTERNATIONAL,2007-07-08,23829,20000,PRIVATE
TILE & MARBLE CONTRACTORS ASSOCIATION OF GREATER ST. LOUIS,2155,NY NEW YORK,BAC 18,2019-06-30,23814,1700,PRIVATE
TILE AND MARBLE CONTRACTORS ASSOCIATION OF GREATER ST. LOUIS,2156,MO,BRICKLAYERS AFL-CIO (BAC) LOCAL UNION 18,2025-07-01,NA,NA,PRIVATE
TILE AND MARBLE CONTRACTORS OF RHODE ISLAND,2393,RI,BAC 3,2023-08-31,NA,NA,PRIVATE
TIMKEN CO.,228,OH,USW 1123,2017-09-25,332991,4000,PRIVATE
TIMKEN CO.,229,OH,USW 1123,2017-09-25,332991,4000,PRIVATE
TIMKEN CO.,230,OH,USW 1123,2017-09-25,332991,4000,PRIVATE
TIMKEN CO.,231,OH,USW 1123,2009-09-25,332991,4000,PRIVATE
TIMKEN CO.,232,OH,USW 1123,2009-09-25,332991,4000,PRIVATE
TIMKEN CO.,233,OH,USW 1123,2009-09-25,332991,4000,PRIVATE
TIMKEN CO. (2 VOLUMES),234,OH,"STEELWORKERS, AFL-CIO (USW) LOCAL UNION 1 112/STEELWORKERS, AFL-CIO (USW) LOCAL UNION 1 730",2005-09-26,332991,4000,PRIVATE
"TJP MOTOR COMPANY, LLC DBA BILL WALSH FORD, LINCOLN, KIA",1344,IL,MACHINISTS AFL-CIO (IAM) LODGE 701,2022-06-30,4411,10,PRIVATE
TODD PACIFIC SHIPYARDS CORPORATION,367,WA SEATTLE,MTC -,2005-07-31,336611,1300,PRIVATE
TODD PACIFIC SHIPYARDS CORPORATION,368,WA,MTD PACIFIC COAST PUGET SOUND,2010-07-31,336611,4000,PRIVATE
TODD PACIFIC SHIPYARDS CORPORATION,1826,WA,BOILERMAKERS AFL-CIO (BBF) LODGE 104,2013-07-31,238390,1400,PRIVATE
"TOPS MARKETS, LLC BUFFALO DIVISION",604,NY BUFFALO,UFCW 1,2005-04-30,445110,6200,PRIVATE
"TOPS MARKETS, LLC MIDSTATE DIVISION",603,NY MIDSTATE,UFCW 1,2005-04-03,445110,1500,PRIVATE
"TOPS MARKETS, LLC ROCHESTER DIVISION",605,NY ROCHESTER,UFCW 1,2008-08-02,445110,1950,PRIVATE
"TOPS MARKETS, LLC ROCHESTER DIVISION",606,NY ROCHESTER,UFCW 1,2008-08-02,445110,1950,PRIVATE
TORRENT RESOURCES INC.,2068,AZ,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 428",2018-07-31,238140,1000,PRIVATE
TOWER AUTOMOTIVE (WAS A. O. SMITH CORP.),302,WI MILWAUKEE,IND -,2003-07-31,336322,2000,PRIVATE
"TOYOTA OF RUNNEMEDE D/B/A FAMILY TOYOTA, INC.",2353,NJ,"UNITED SERVICE WORKERS UNION, IUJAT (USWU) LOCAL UNION 455",2021-01-31,NA,NA,PRIVATE
TRADE SHOW CONTRACTORS,2391,WA,MTD PACIFIC NORTHWEST REGIONAL COUNCIL,2019-05-31,NA,NA,PRIVATE
"TRAINING, REHABILITATION AND CAREER EVALUATION",1975,"FORT HILL, OK","ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 351",2017-08-31,23731,2452,PRIVATE
"TRAINING, REHABILITATION AND CAREER EVALUATION",1976,FL,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 351",2014-08-31,23731,2452,PRIVATE
"TRAINING, REHABILITATION AND DEVELOPMENT INSTITUTE INC.",1974,TX,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 351",2014-06-30,23731,2452,PRIVATE
"TRAINING, REHABILITATION AND DEVELOPMENT INSTITUTE INC.",1977,TX SAN ANTONIO,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 351",2013-08-31,23731,2452,PRIVATE
"TRAINING, REHABILITATION AND DEVELOPMENT INSTITUTE INC.",1978,TX SAN ANTONIO,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 351",2017-08-31,23731,2452,PRIVATE
"TRAINING, REHABILITATION AND DEVELOPMENT INSTITUTE INC.",1979,TX SAN ANTONIO,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 351",2012-08-31,23731,2452,PRIVATE
"TRAINING, REHABILITATION AND DEVELOPMENT INSTITUTE INC.",1980,TX SAN ANTONIO,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 351",2011-08-31,23731,2452,PRIVATE
TRANE CO.,213,WI,MACHINISTS AFL-CIO (IAM) LODGE 21,2010-08-07,333415,1500,PRIVATE
TRANE CO.,254,TN CLARKSVILLE,MACHINISTS AFL-CIO (IAM) LODGE 1296,2006-02-10,333415,1300,PRIVATE
TRANE CO.,258,TX TYLER,CWA/IUE 86782,2006-06-16,333415,1450,PRIVATE
TRANE CO. (INCLUDES ADDENDUM),212,WI LACROSSE,MACHINISTS AFL-CIO (IAM) DISTRICT LODGE 66,2004-08-07,333415,1500,PRIVATE
"TRANSDEV SERVICES, INC.",2075,AZ,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 428",2020-06-30,336332,1000,PRIVATE
"TRANSDEV SERVICES, INC. RENTAL CAR CENTER BUS OPERATORS & AMBASSADORS",2352,AZ,TRANSIT UNION AFL-CIO (ATU) LOCAL DIVISION 1433,2021-12-31,NA,NA,PRIVATE
"TRANSDEV SERVICES, INC., PHOENIX DIVISION",2349,AZ,TRANSIT UNION AFL-CIO (ATU) LOCAL DIVISION 1433,2020-06-30,NA,NA,PRIVATE
TRANSERVICE LOGISTICS INC. (LIQUID TRANSPORT DIVISION),2260,DE,TEAMSTERS (IBT) LOCAL UNION 326 GENERAL TEAMSTERS,2018-09-30,NA,NA,PRIVATE
TRELLEBORG SEALING SOLUTIONS,2506,IL,PLASTIC WORKERS UNION  18,2022-01-31,NA,38,PRIVATE
TRI-COUNTRIES REGIONAL CENTER,2034,CA,SERVICE EMPLOYEES (SEIU) LOCAL UNION 721,2014-12-31,62211,69998,PRIVATE
"TRI-STATE CONSTRUCTIONS, INC.",1827,NJ,BOILERMAKERS AFL-CIO (BBF) LODGE 104,2009-10-01,238390,1000,PRIVATE
TRI-STATE CONTRACTORS ASSOCIATION (EAST KY BLDG AGREEMENT),911,KY,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 181",2010-05-31,23731,2800,PRIVATE
TRI-STATE CONTRACTORS ASSOCIATION (EAST KY BLDG AGREEMENT),912,KY NORTHEAST,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 181",2005-05-31,23731,2800,PRIVATE
TRIBOROUGH BRIDGE & TUNNEL AUTHORITY,2001,NY,STATE COUNTY AND MUNI EMPLS AFL-CIO (AFSCME) DISTRICT COUNCIL 37 NEW YORK CITY,2010-03-02,921190,105904,PRIVATE
"TRIUMPH COMPOSITE SOLUTIONS, INC.",2091,VA,MACHINISTS AFL-CIO (IAM) DISTRICT LODGE 751,2013-05-10,336411,1000,PRIVATE
"TROPICANA PRODUCTS, INC.",75,FL BRADENTON,TEAMSTERS (IBT) LOCAL UNION 173,2006-04-14,311421,1700,PRIVATE
"TRUCKING MANAGEMENT, INC./TRANSPORT EMPLOYERS ASSOCIATION",2250,PA,TEAMSTERS (IBT) LOCAL UNION 312,2013-03-31,NA,NA,PRIVATE
TRUMP RUFFIN COMMERCIAL LLC D/B/A TRUMP INTERNATIONAL HOTEL LAS VEGAS,2285,NV,CWU 226,2020-12-30,NA,NA,PRIVATE
"TRUSTED HAND SERVICE, INC.",2000,FL,CWA -,2009-05-24,517110,1000,PRIVATE
"TUBE CITY IMS, LLC",2121,PA GLASSPORT,USPFRMAE 5852-19,2018-12-31,327992,NA,PRIVATE
"TUNISTA LOGISTICS SOLUTIONS, LLC.",3687,HI,USGOA 369,2024-09-30,NA,NA,PRIVATE
"TUNISTA SERVICES, INC. AND C. MARTIN COMPANY",3688,AZ,IAM 2515,2024-09-30,NA,NA,PRIVATE
TUNNEL AND SHAFT CONSTRUCTION AGREEMENT,1032,NY,LABORERS  (LIUNA) LOCAL UNION 435,2007-03-31,NA,NA,PRIVATE
TWIN CITIES ROOFING CONTRACTORS ASSOCIATION,1575,MN MINNEAPOLIS,ROOFERS AFL-CIO (RWAW) LOCAL UNION 96,2007-04-30,23816,1000,PRIVATE
"TYK AMERICA, INC",2123,PA CLAIRTON,USPFRMAE 5852-17,2016-06-30,327120,NA,PRIVATE
"TYK AMERICA, INC.",2122,"CLAIRTON, PA","STEELWORKERS, AFL-CIO (USW) LOCAL UNION 10 5852 S",2020-06-30,NA,NA,PRIVATE
TYLER PIPE INDUSTRY,205,TX TYLER,"STEELWORKERS, AFL-CIO (USW) LOCAL UNION 12 1157 L",2009-11-07,331210,1000,PRIVATE
"TYSON FOODS, INC.",83,KY ROBARDS,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 227,2006-10-04,311611,1000,PRIVATE
"TYSON FOODS, INC.",684,VA GLEN ALLEN,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 400,2007-11-03,311615,1000,PRIVATE
"TYSON FOODS/MCCARTY FARMS, INC.",78,MS JACKSON,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 1529,2005-12-31,311615,1100,PRIVATE
TYSON FRESH MEAT (WAS IBP INC.),72,NE DAKOTA CITY,FOOD AND COMMERCIAL WKRS (UFCW) LOCAL UNION 222,2009-08-09,311611,2800,PRIVATE
U.S. AIRWAYS,2092,AZ,IAM ,2017-07-18,331111,1000,PRIVATE
"U.S. BARGE, LLC",1828,WA,BOILERMAKERS AFL-CIO (BBF) LODGE 104,2012-02-29,238390,1000,PRIVATE
UFCW INTERNATIONAL UNION,2192,DC,WBNG 32035,2016-10-06,NA,NA,PRIVATE
"UMMMC: MEMORIAL, HAHNEMANN, HOME HEALTH & HOSPICE",2421,MA,MASSACHUSETTS NURSES ASSOCIATION  ,2015-06-10,NA,NA,PRIVATE
UNDERGROUND CONSTRUCTION COMPANY,2116,CA BENICIA,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 428",2017-03-20,237120,NA,PRIVATE
UNDERGROUND CONTRACTORS ASSOCIATION (SEWR & TUNNL-MARBA),950,IL CHICAGO,LABORERS  (LIUNA) DISTRICT COUNCIL 0 CHICAGO,2006-05-31,23731,1300,PRIVATE
UNION CAMP CORP. FINE PAPER DIVISION,132,VA FRANKLIN,UPIU/PACE  -,2006-06-30,322121,1250,PRIVATE
UNION CONTRACTORS & SUBCONTRACTORS ASSOCIATION,1635,FL SOUTHEAST,LABORERS  (LIUNA) LOCAL UNION 478/LABORERS  (LIUNA) LOCAL UNION 767/LABORERS  (LIUNA) LOCAL UNION 800,2006-04-30,23622,1500,PRIVATE
UNION ELECTRIC CO.,480,MO ST LOUIS,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 148",2007-07-01,221122,1200,PRIVATE
UNION THEOLOGICAL SEMINARY,1935,NY,UAW 2110,2010-08-31,813319,2771,PRIVATE
UNITED BUILDERS & CONTRACTORS ASSOCIATION,876,NV LAS VEGAS,CJA SW RC,2004-06-30,23622,5400,PRIVATE
UNITED COMMUNITY SERVICES FOR WORKING FAMILIES,2383,PA,"STEELWORKERS, AFL-CIO (USW) LOCAL UNION 10 6996 S",2018-10-21,NA,NA,PRIVATE
"UNITED CONTRACTORS (GONSALVES & SANTUCCI, INC.)",2556,CA,LIUNA VARIOUS,2023-06-30,238110,284,PRIVATE
"UNITED DISTRIBUTORS OF DELAWARE, LLC",2254,DE,TEAMSTERS (IBT) LOCAL UNION 326 GENERAL TEAMSTERS,2020-07-01,NA,NA,PRIVATE
UNITED ENVELOPE,2547,NJ,TEAMSTERS (IBT) LOCAL UNION 807,2022-03-31,NA,NA,PRIVATE
"UNITED FOOD AND COMMERCIAL WORKERS UNION, LOCAL 342",1125,NY,OFFICE AND PROFESSIONAL EMPLS AFL-CIO (OPEIU) LOCAL UNION 153,2020-01-15,NA,14,PRIVATE
UNITED FOR A NEW ECONOMY (UNE),2529,CO,COMMUNICATIONS WORKERS AFL-CIO (CWA) LOCAL UNION 37074,2021-02-28,NA,4,PRIVATE
UNITED GENERAL CONTRACTORS (12 SO. CA COUNTIES),931,CA SOUTHERN,UBC SCCC,2006-06-30,23622,16000,PRIVATE
UNITED HOSPITAL (ALLINA HOSPITALS & CLINICS),758,MN,MNA ,2007-05-31,NA,NA,PRIVATE
UNITED PARCEL SERVICE,2479,"NATIONAL",IBT ,2018-07-31,NA,NA,PRIVATE
UNITED PARCEL SERVICE (NATIONAL MASTER AGMT),392,"NATIONAL",IBT -,2008-07-31,492110,210000,PRIVATE
UNITED PARCEL SERVICE (NATIONAL MASTER AGREEMENT),2100,"NATIONAL",IBT -,2014-05-20,492110,210000,PRIVATE
UNITED PARCEL SERVICE TEAMSTERS,393,"NATIONAL",IBT -,2008-07-31,492110,210000,PRIVATE
UNITED STATES MARITIME ALLIANCE LTD.,398,"EAST, GULF COASTS OF US",ILA -,2010-09-30,488320,16600,PRIVATE
"UNITED TECHNOLOGIES CORP., PRATT & WHITNEY DIV",331,CT,MACHINISTS AFL-CIO (IAM) LODGE 1746 A/MACHINISTS AFL-CIO (IAM) LODGE 1746 INDUSTRIAL AIRCRAFT LODGE 1746/MACHINISTS AFL-CIO (IAM) LODGE 700 CANEL/MACHINISTS AFL-CIO (IAM) LODGE 707,2004-12-05,336412,4900,PRIVATE
"UNITED TECHNOLOGIES CORP., SIKORSKY AIRCRAFT DIV",329,CT FL,TEAMSTERS (IBT) LOCAL UNION 1150,2006-02-19,336411,3600,PRIVATE
UNIVERSAL BUILDING MAINTENANCE,2046,CA,SERVICE EMPLOYEES (SEIU) LOCAL UNION 1877,2013-02-28,62211,26393,PRIVATE
UPS FREIGHT,2249,VA,IBT ,2018-07-31,NA,NA,PRIVATE
UPSTATE IRON WORKER EMPLOYERS' ASSOCIATION,1056,NY NIAGARA FALLS,IRON WORKERS AFL-CIO (BSOIW) LOCAL UNION 12/IRON WORKERS AFL-CIO (BSOIW) LOCAL UNION 33/IRON WORKERS AFL-CIO (BSOIW) LOCAL UNION 440/IRON WORKERS AFL-CIO (BSOIW) LOCAL UNION 6/IRON WORKERS AFL-CIO (BSOIW) LOCAL UNION 60/IRON WORKERS AFL-CIO (BSOIW) LOCAL UNION 9,2006-04-30,23819,1500,PRIVATE
"URS FEDERAL SERVICE, INC. AND CHUGACH FEDERAL SOLUTIONS, INC.",2423,NV,CULINARY WORKERS UNION/BARTENDERS UNION  226/165,2023-09-30,NA,NA,PRIVATE
URS FEDERAL SERVICES (AN AECOM COMPANY),1050,TN,AIR ENGINEERING METAL TRADES COUNCIL  ,2020-06-30,NA,54,PRIVATE
US STEEL CORP (SALARIED),198,PA,USW 4134,2012-09-01,331111,1250,PRIVATE
US STEEL CORP (SALARIED),203,"NATIONAL",USW -,2008-09-01,331111,1800,PRIVATE
"USS, DIVISION OF USX CORP.",202,PA PITTSBURGH,USW -,2004-08-01,331111,12000,PRIVATE
UTAH MECHANICAL CONTRACTORS ASSOCIATION.,1640,UT,PLUMBERS AFL-CIO (PPF) LOCAL UNION 19/PLUMBERS AFL-CIO (PPF) LOCAL UNION 348/PLUMBERS AFL-CIO (PPF) LOCAL UNION 57,2007-07-31,23822,1200,PRIVATE
"UTILITY & TRANSP. CONSTRUCTION ASN & AGC, NY",1627,NJ,LABORERS  (LIUNA) LOCAL UNION 172/LABORERS  (LIUNA) LOCAL UNION 472,2007-02-28,NA,NA,PRIVATE
VALERO ENERGY,1981,OK,"ENGINEERS, OPERATING, AFL-CIO (IUOE) LOCAL UNION 351",2016-04-30,23731,2438,PRIVATE
VALEX CORP,2516,CA,BOILERMAKERS AFL-CIO (BBF) LODGE 67 M,2021-03-17,NA,NA,PRIVATE
"VALSPAR CORPORATION ROCKFORD, ILLINOIS (THE)",2261,IL,USPFRMEAISWIU  745L UNIT 02,2019-01-25,NA,NA,PRIVATE
VALUE ADDED PROCESSING,2118,PA EAST PITTSBURGH,USPFRMAE 5852-24,2016-12-31,212299,NA,PRIVATE
VECTRUS SYSTEMS CORPORATION,3689,CO,IAM 2771,2024-10-20,NA,NA,PRIVATE
